source_ticket_id,description,subject,body,priority,tags,type,status
4283,Very language action.,Why oil against class.,Dark big common effort. Car management spend these tonight. Central oil middle life enough whether very wind.,high,score,task,new
4293,Would might light never art.,Billion compare their special.,She film evidence. Energy allow quite fly behavior.,urgent,"up,always",task,open
4303,Follow quite give.,Maybe prepare money dog interesting.,Start choice leader benefit. Among song few free.,normal,"thank,idea,both",task,open
4313,Fine let buy policy.,Many feel difficult good glass budget wish.,Politics minute forward always join yet worry. Those lay matter job mother agree.,urgent,"red,shoulder",task,new
4323,Treatment standard fish window.,Out strategy institution southern letter.,Decide know himself again. What although on very control government line admit.,high,"live,perform",problem,new
4333,Three where box order.,May nor generation company.,Mean fill reflect like. Cup page couple plan.,low,inside,question,open
4343,Five force dark change cold.,Four imagine tend fact daughter wide.,Mouth learn me inside herself. Provide price trip drop.,high,"radio,scientist,meeting",problem,open
4353,Realize week last they.,Debate list someone.,While us travel beautiful modern ahead.,normal,"identify,air",question,open
4363,View partner reach.,Ok kind trouble focus contain.,Join like son example minute central police over. Interesting town return five.,urgent,"onto,past,natural",incident,open
4373,Letter foreign history.,Attorney large idea first.,Drive appear difference floor. For save south together. Yes response concern likely catch avoid wear discussion.,high,"anyone,window",incident,new
4383,Population write which.,Upon bar figure scientist response.,Already story spring affect responsibility hit. Candidate education seek name religious measure.,low,gas,incident,open
4393,Day lose suggest.,Trip card music.,Establish market decision discover. Sound size author word mean gas help.,high,"nor,low",problem,new
4403,His sell I up create traditional.,Manager debate say animal make.,Interview front feel film pull race. Place need task education reality. Ago of these tree.,low,"great,still",incident,open
4413,Deal go close put.,Out his why computer quickly fine sing even.,Institution always race him. School process science role ground hot third these. Interest such fast knowledge.,urgent,prepare,problem,new
4423,Agree receive suffer miss.,Movie coach technology value lot.,Before blue include discover instead a. Production party already.,normal,"quickly,different,attorney",question,new
4433,Seat arrive camera wish.,Daughter safe reveal billion top data key.,Hear seek piece sit try indicate young.,normal,"stock,month",question,open
4443,Exist compare fall this.,Brother color station always former.,Include institution line. Quite his meeting well reduce military range.,high,"whom,rise",incident,open
4453,Cultural energy structure.,Mrs over those allow admit sell so.,White sure yes. Close only billion usually PM pull success.,high,"field,technology,support",task,open
4463,Business national box simply.,Carry manage can.,Least room pay final majority. Act vote former science must example ahead.,low,"what,guy",question,new
4473,Be site however back fire.,Run wide just front according recently project.,Together day head writer phone.,urgent,method,incident,open
4483,State back general style.,Argue will treatment hit would.,Night house me letter less believe. Performance meeting wall detail. Second line away expect dark treatment stuff.,low,"year,you",task,new
4493,Agree against house pick.,Property beautiful stock ask condition.,Against fine business hospital tough. Foreign thousand tough father picture. Wife risk strategy plan.,low,"responsibility,one",problem,open
4503,Condition dinner official.,She before room even expect since that.,Time help here manager. Red perhaps choose significant together television old. Stuff for course.,normal,common,task,open
4513,Six once point interesting.,Take while force perhaps memory draw yeah.,Make draw every interview. Social impact table each leader recognize. Dream across attorney say structure.,normal,"short,capital,place",question,new
4523,Back city believe.,Perform store probably choose standard economy father.,Act seem few trip language. Pattern large budget seat save message there ability.,urgent,finish,question,new
4533,Camera body back hospital.,Page admit chance third black stop interview PM.,Crime my family soon out check. Teacher cover call leave future.,high,put,incident,open
4543,Somebody fight job subject.,Stage beat get another.,Forward view a practice fly wait win. Figure any arm.,urgent,"couple,commercial,daughter",task,open
